Conference,Team,Defense Drives,Defense Explosiveness,Defense Field Position Average Predicted Points,Defense Field Position Average Start,Defense Havoc DB,Defense Havoc Front Seven,Defense Havoc Total,Defense Line Yards,Defense Line Yards Total,Defense Open Field Yards,Defense Open Field Yards Total,Defense Passing Downs Explosiveness,Defense Passing Downs PPA,Defense Passing Downs Rate,Defense Passing Downs Success Rate,Defense Passing Downs Total PPA,Defense Passing Plays Explosiveness,Defense Passing Plays PPA,Defense Passing Plays Rate,Defense Passing Plays Success Rate,Defense Plays,Defense Points Per Opportunity,Defense Power Success,Defense PPA,Defense Rushing Plays Explosiveness,Defense Rushing Plays PPA,Defense Rushing Plays Rate,Defense Rushing Plays Success Rate,Defense Rushing Plays Total PPA,Defense Second Level Yards,Defense Second Level Yards Total,Defense Standard Downs Explosiveness,Defense Standard Downs PPA,Defense Standard Downs Rate,Defense Standard Downs Success Rate,Defense Stuff Rate,Defense Success Rate,Defense Total Opportunies,Defense Total PPA,Offense Drives,Offense Explosiveness,Offense Field Position Average Predicted Points,Offense Field Position Average Start,Offense Havoc DB,Offense Havoc Front Seven,Offense Havoc Total,Offense Line Yards,Offense Line Yards Total,Offense Open Field Yards,Offense Open Field Yards Total,Offense Passing Downs Explosiveness,Offense Passing Downs PPA,Offense Passing Downs Rate,Offense Passing Downs Success Rate,Offense Passing Plays Explosiveness,Offense Passing Plays PPA,Offense Passing Plays Rate,Offense Passing Plays Success Rate,Offense Passing Plays Total PPA,Offense Plays,Offense Points Per Opportunity,Offense Power Success,Offense PPA,Offense Rushing Plays Explosiveness,Offense Rushing Plays PPA,Offense Rushing Plays Rate,Offense Rushing Plays Success Rate,Offense Rushing Plays Total PPA,Offense Second Level Yards,Offense Second Level Yards Total,Offense Standard Downs Explosiveness,Offense Standard Downs PPA,Offense Standard Downs Rate,Offense Standard Downs Success Rate,Offense Stuff Rate,Offense Success Rate,Offense Total Opportunies,Offense Total PPA
Mountain West,Air Force,137,0.9026380386512174,-1.506,68.7,0.004728132387706856,0,0.004728132387706856,3.291851851851852,1778,0.9055555555555556,489,1.6166973146713564,0.3771705459526699,0.2553191489361702,0.38425925925925924,128.2199520145849,1.1353634996075195,0.42597990702519895,0.3557919621749409,0.5780730897009967,846,0,0.7352941176470589,0.21429505004015056,0.7632026489090417,0.09778055370288387,0.6382978723404256,0.48148148148148145,52.80149899955729,1.1592592592592592,626,0.7361579265453985,0.15845202287014393,0.7446808510638298,0.5650793650793651,0.1537037037037037,0.5189125295508275,92,181.2936123339674,139,0.8605609859927686,1.187,72.8,0.005082592121982211,0,0.005082592121982211,3.19670510708402,1940,0.8682042833607908,527,1.405151402613015,0.21250776477604555,0.2655654383735705,0.3014354066985646,1.2038153828434746,0.07546040135092115,0.21601016518424396,0.38823529411764707,12.828268229656596,787,-0.1,0.7530864197530864,0.09660148037737323,0.7988080430034122 ,0.09979074555589587,0.7712833545108005,0.44481054365733114,60.57298255242879,0.9901153212520593,601,0.7393270769925018,0.05469073048235158,0.7344345616264295,0.48961937716262977,0.14991762767710048,0.43964421855146124,70,76.02536505699273
Mid-American,Akron,156,0.952423541331855,-1.561,67.9,0.01600985221674877,0,0.01600985221674877,2.931963470319635,1284,0.8972602739726028,393,1.3960348596557286,0.26328654514679517,0.3374384236453202,0.33941605839416056,48.36642387502133,1.1319145725396218,0.13397901350421423,0.4445812807881773,0.42105263157894735,812,-0.17721518987341772,0.6382978723404256,0.06684949003108188,0.8522231019230337,0.0169297723944381,0.5394088669950738,0.3767123287671233,7.415240308763888,0.9726027397260274,426,0.7776106065686337,-0.03319466071558251,0.6625615763546798,0.43866171003717475,0.21689497716894976,0.4051724137931034,79,54.281785905238486,149,0.9733520418272043,1.331,71.1,0.012610340479192938,0,0.012610340479192938,2.5855643044619425,985,0.6509186351706037,248,1.6077539124846805,0.2226643580686087,0.34047919293820933,0.3,1.1629183627244684,0.08695448940276342,0.5081967213114754,0.3970223325062035,35.04265922931366,793,0,0.6346153846153846,0.023091325783393526,0.8143706344191444 ,-0.04446521714138939,0.48045397225725095,0.35958005249343833,-16.941247730869357,0.884514435695538,337,0.7449673683905128,-0.07993872912484376,0.6595208070617906,0.43021032504780116,0.2388451443569554,0.3858764186633039,66,18.311421346231068
SEC,Alabama,150,0.9124258787547346,-1.059,74.9,0.014945652173913044,0,0.014945652173913044,2.700259067357513,1042,0.32642487046632124,126,1.6363931185105403,0.06879780062886336,0.35190217391304346,0.2471042471042471,26.149940957360723,1.2643503906499667,0.07646181566479744,0.46467391304347827,0.3830409356725146,736,-0.875,0.75,-0.008828603692146027,0.6215449154134375,-0.08274238096057059,0.5244565217391305,0.36528497409326427,-31.938559050780245,0.7357512953367875,284,0.6969193515716111,-0.05097795111172974,0.6480978260869565,0.45073375262054505,0.19689119170984457,0.37907608695652173,56,-6.4978523174194756,143,0.9156061987783636,1.488,69.2,0.009150326797385621,0,0.009150326797385621,3.4653846153846155,1442,1.2283653846153846,511,1.5680891582561485,0.39474272029944474,0.28366013071895424,0.37327188940092165,1.1760132948054438,0.24353416185203852,0.4392156862745098,0.4732142857142857,81.82747838228494,765,0.07142857142857142,0.7368421052631579,0.18595839865292885,0.7951278427747711 ,0.15478637691978617,0.5437908496732026,0.5096153846153846,64.39113279863105,1.3942307692307692,580,0.7411800610961835,0.10328285522720998,0.7163398692810458,0.5529197080291971,0.14903846153846154,0.5019607843137255,98,142.25817496949057
Sun Belt,Appalachian State,12,1.093858189485501,-1.699,66,0.029850746268656716,0,0.029850746268656716,3.2814814814814817,89,0.48148148148148145,13,1.4139321734845307,0.4017935384847776,0.26865671641791045,0.5,14.884035236795752,1.1802086690311568,0.381641929148609,0.582089552238806,0.5641025641025641,67,0,1,0.25911624962391855,0.9828431916094061,0.08046132850980625,0.40298507462686567,0.37037037037037035,2.172455869764769,1.037037037037037,28,0.973830445485865,0.2067041843280928,0.7313432835820896,0.4897959183673469,0.2222222222222222,0.4925373134328358,9,17.360788724802543,13,1.1145584205333943,1.209,73.4,0.014285714285714285,0,0.014285714285714285,1.6517241379310346,48,0.13793103448275862,4,1.368641379802582,0.160273189801268,0.42857142857142855,0.26666666666666666,1.3356051600184826,0.21685247865146395,0.5571428571428572,0.358974358974359,8.457246667407095,70,0,None,-0.0012713621130808859,0.8559118979771069 ,-0.3094461074613706,0.4142857142857143,0.1724137931034483,-8.973937116379746,0.4482758620689655,13,0.9581996763677403,-0.12242977604884256,0.5714285714285714,0.325,0.3793103448275862,0.3,4,-0.08899534791566202
Pac-12,Arizona,173,0.9301930904843894,-1.343,71.1,0.01904761904761905,0,0.01904761904761905,2.8418367346938775,1393,0.6510204081632653,319,1.6668613053367607,0.27388947729129515,0.31534391534391537,0.3187919463087248,34.85452990144793,1.10871231620916,0.07921484068510895,0.4656084656084656,0.41818181818181815,945,-0.25,0.6851851851851852,0.033014070190656906,0.8072219362849344,-0.008509526389268366,0.5185185185185185,0.37142857142857144,-4.169667930741499,0.9714285714285714,476,0.6846370188669322,-0.07793008949402656,0.6846560846560846,0.44049459041731065,0.2163265306122449,0.4021164021164021,84,31.198296330170777,168,0.8485120897134552,1.347,71.1,0.007157464212678937,0,0.007157464212678937,3.2455611390284758,1938,0.9748743718592965,582,1.4094522240185434,0.21893852915164097,0.27607361963190186,0.3148148148148148,1.0582995507497728,0.12801038114698973,0.37627811860940696,0.42391304347826086,47.107820262092226,978,-0.07608695652173914,0.7142857142857143,0.10002175467170692,0.7753049305269082 ,0.09195805716014299,0.6104294478527608,0.45896147403685095,54.89896012460537,1.0720268006700169,640,0.7149549148789104,0.05467213728529138,0.7239263803680982,0.5042372881355932,0.1440536013400335,0.45194274028629855,92,97.82127606892936
Pac-12,Arizona State,189,1.0754545661447883,-1.279,71.8,0.024054982817869417,0,0.024054982817869417,2.521967963386728,1102,0.9427917620137299,412,1.7661031415788289,0.36893255374022,0.34936998854524626,0.3344262295081967,95.9779298683664,1.3634660799430058,0.22797608044742612,0.4822451317296678,0.41330166270783847,873,-0.32558139534883723,0.5689655172413793,0.09024673613444005,0.8641015709393527,-0.026311635370240727,0.5005727376861397,0.33638443935926776,-11.498184656795196,0.954233409610984,417,0.7731105545813887,-0.05939969761514249,0.6506300114547537,0.4102112676056338,0.2517162471395881,0.3837342497136312,86,78.78540064536617,194,0.9058568005853437,1.637,66.6,0.011695906432748537,0,0.011695906432748537,3.080487804878049,1642,1.0150093808630394,541,1.513231284840929,0.357838608705558,0.2884990253411306,0.3885135135135135,1.2118719606728643,0.1514093860459097,0.4551656920077973,0.4282655246252677,70.70818328343984,1026,-0.1206896551724138,0.5757575757575758,0.08803103035223572,0.7929714528999706 ,0.062154209933790734,0.5194931773879142,0.4427767354596623,33.12819389471046,1.0919324577861163,582,0.7039837783616665,-0.021370398678700425,0.7115009746588694,0.473972602739726,0.20075046904315197,0.449317738791423,116,90.31983714139386
SEC,Arkansas,133,0.8963455048977257,-1.41,70.6,0.010723860589812333,0,0.010723860589812333,3.2485365853658537,1332,0.7414634146341463,304,1.473003319086667,0.3328713044105821,0.2774798927613941,0.37681159420289856,84.22647142057437,1.2353554926945642,0.2567880226237023,0.43967828418230565,0.4725609756097561,746,0,0.7538461538461538,0.15285986241581917,0.6702193106214587,0.07417020376647317,0.5495978552278821,0.48292682926829267,30.409783544253997,1.1439024390243901,469,0.7374080154746253,0.08372745333805305,0.7225201072386059,0.5250463821892394,0.17073170731707318,0.4839142091152815,82,114.03345736220109,135,0.9370995158509772,1.14,73.9,0.014686248331108143,0,0.014686248331108143,3.1648230088495577,1431,1.2676991150442478,573,1.5624965644072644,0.26588911596398523,0.3097463284379172,0.33620689655172414,1.35451765841349,0.0837397725221206,0.37917222963951935,0.3591549295774648,23.78209539628225,749,-0.2153846153846154,0.7659574468085106,0.08740441880157002,0.7932214109484046 ,0.09357390134197958,0.6034712950600801,0.4579646017699115,42.29540340657477,1.1792035398230087,533,0.7371775085256067,0.007310705568145778,0.6902536715620827,0.47195357833655704,0.17699115044247787,0.42990654205607476,65,65.46590968237594
Sun Belt,Arkansas State,168,0.894494804122549,-1.213,72.8,0.01021566401816118,0,0.01021566401816118,3.0596881959910913,1374,1.3006681514476615,584,1.4462259926808292,0.18125701258855162,0.30419977298524403,0.2947761194029851,41.657653552400326,1.2144271185980995,0.09965945825933092,0.47446083995459704,0.3875598086124402,881,-0.08974358974358974,0.6666666666666666,0.08504896632499467,0.7393242240800232,0.09718665610925763,0.5096481271282634,0.43875278396436523,43.63680859305668,1.086859688195991,488,0.7457345177877227,0.04298737350503829,0.695800227014756,0.47797716150081565,0.18040089086859687,0.42224744608399545,78,74.9281393323203,168,0.938054704007973,1.555,67.9,0.007856341189674524,0,0.007856341189674524,3.0988461538461536,1611,0.8634615384615385,449,1.6134317160903169,0.31930308066856977,0.2895622895622896,0.3178294573643411,1.19143328374368,0.1878097678440155,0.3995510662177329,0.4438202247191011,66.86027735246952,891,-0.15555555555555556,0.676056338028169,0.09369318038394855,0.8143059278389655 ,0.030249724959761866,0.5836139169472503,0.4173076923076923,15.729856979076171,1.1365384615384615,591,0.7582465384535827,0.0017384342963778121,0.7104377104377104,0.48657187993680884,0.19038461538461537,0.4377104377104377,90,83.48062372209816
FBS Independents,Army,135,0.9685732109335597,-1.767,65.4,0.00995732574679943,0,0.00995732574679943,3.1199124726477026,1426,0.888402625820569,406,1.7127428141296834,0.25149012608963983,0.27311522048364156,0.3229166666666667,67.67908984756733,1.5348525580012577,0.291720214860204,0.33001422475106684,0.4353448275862069,703,-0.08433734939759036,0.6226415094339622,0.1123179409190029,0.7821688750628684,0.04522267503848258,0.6500711237553343,0.43326039387308535,20.666762492586543,1.0897155361050328,498,0.7840191493409211,0.06002623925019217,0.7268847795163584,0.4892367906066536,0.17067833698030635,0.4438122332859175,83,78.95951246605904,136,0.8722439960633801,1.146,73.5,0.0049504950495049506,0,0.0049504950495049506,3.3238021638330757,2151,0.9366306027820711,606,1.5488818400982847,0.2451790737557365,0.28094059405940597,0.29515418502202645,1.2692440869400106,0.09646231804650028,0.18935643564356436,0.3464052287581699,14.758734661114543,808,0,0.8153846153846154,0.13034477836508218,0.8295928178657204 ,0.14225780763140122,0.8007425742574258,0.4559505409582689,92.04080153751659,1.0911901081916537,706,0.715376399003385,0.08547836691296767,0.719059405940594,0.4974182444061962,0.1437403400309119,0.4405940594059406,64,105.31858091898641
SEC,Auburn,178,1.0531682666726667,-1.158,73.3,0.013800424628450107,0,0.013800424628450107,3.037752808988764,1352,1.3146067415730338,585,1.5613676510948602,0.26905060832223815,0.33121019108280253,0.3269230769230769,86.06693291969152,1.2545621062647954,0.18043382163457342,0.5063694267515924,0.4192872117400419,942,-0.07777777777777778,0.6428571428571429,0.12013659753147905,0.9455573320422066,0.05982998539901106,0.4723991507430998,0.41123595505617977,26.624343502559924,1.2359550561797752,550,0.8809545217854119,0.04638870647319837,0.6687898089171974,0.4777777777777778,0.22696629213483147,0.4278131634819533,90,113.16867487465328,180,0.8682887177483769,1.419,70.2,0.00851063829787234,0,0.00851063829787234,3.565960665658094,2357,1.5279878971255674,1010,1.5649760111201882,0.23805133860784683,0.22872340425531915,0.32558139534883723,1.191375696942787,0.12270442763935183,0.28085106382978725,0.4090909090909091,32.393968896788884,940,-0.06542056074766354,0.8082191780821918,0.15640798069644724,0.8086200658510029 ,0.1766237097830732,0.7031914893617022,0.5007564296520424,116.7482721666114,1.3585476550680786,898,0.7412884298941403,0.1321965021434115,0.7712765957446809,0.5296551724137931,0.13161875945537066,0.4829787234042553,107,147.02350185466042
