Conference,Team,Defense Drives,Defense Explosiveness,Defense Field Position Average Predicted Points,Defense Field Position Average Start,Defense Havoc DB,Defense Havoc Front Seven,Defense Havoc Total,Defense Line Yards,Defense Line Yards Total,Defense Open Field Yards,Defense Open Field Yards Total,Defense Passing Downs Explosiveness,Defense Passing Downs PPA,Defense Passing Downs Rate,Defense Passing Downs Success Rate,Defense Passing Downs Total PPA,Defense Passing Plays Explosiveness,Defense Passing Plays PPA,Defense Passing Plays Rate,Defense Passing Plays Success Rate,Defense Plays,Defense Points Per Opportunity,Defense Power Success,Defense PPA,Defense Rushing Plays Explosiveness,Defense Rushing Plays PPA,Defense Rushing Plays Rate,Defense Rushing Plays Success Rate,Defense Rushing Plays Total PPA,Defense Second Level Yards,Defense Second Level Yards Total,Defense Standard Downs Explosiveness,Defense Standard Downs PPA,Defense Standard Downs Rate,Defense Standard Downs Success Rate,Defense Stuff Rate,Defense Success Rate,Defense Total Opportunies,Defense Total PPA,Offense Drives,Offense Explosiveness,Offense Field Position Average Predicted Points,Offense Field Position Average Start,Offense Havoc DB,Offense Havoc Front Seven,Offense Havoc Total,Offense Line Yards,Offense Line Yards Total,Offense Open Field Yards,Offense Open Field Yards Total,Offense Passing Downs Explosiveness,Offense Passing Downs PPA,Offense Passing Downs Rate,Offense Passing Downs Success Rate,Offense Passing Plays Explosiveness,Offense Passing Plays PPA,Offense Passing Plays Rate,Offense Passing Plays Success Rate,Offense Passing Plays Total PPA,Offense Plays,Offense Points Per Opportunity,Offense Power Success,Offense PPA,Offense Rushing Plays Explosiveness,Offense Rushing Plays PPA,Offense Rushing Plays Rate,Offense Rushing Plays Success Rate,Offense Rushing Plays Total PPA,Offense Second Level Yards,Offense Second Level Yards Total,Offense Standard Downs Explosiveness,Offense Standard Downs PPA,Offense Standard Downs Rate,Offense Standard Downs Success Rate,Offense Stuff Rate,Offense Success Rate,Offense Total Opportunies,Offense Total PPA
Mountain West,Air Force,147,0.8663249679287383,-1.564,68.2,0.008938547486033519,0,0.008938547486033519,2.9072490706319702,1564,0.8159851301115242,439,1.443712494379445,0.26648636572030027,0.2860335195530726,0.36328125,87.36343512914868,1.0826825275754157,0.2547038925048067,0.38324022346368714,0.5072886297376094,895,-0.32941176470588235,0.5970149253731343,0.08114218724262767,0.777064273728162,-0.016635920330492073,0.6011173184357542,0.4107806691449814,-8.950125137804735,1.0390334572490707,559,0.6963976262834353,0.00688849445658045,0.7139664804469273,0.4945226917057903,0.20817843866171004,0.4569832402234637,85,72.62225758215178,149,0.9142813849409267,1.331,71,0.008695652173913044,0,0.008695652173913044,3.262271540469974,2499,0.9321148825065274,714,1.7069218390796883,0.20907242902483592,0.2326086956521739,0.2803738317757009,1.2361943411979217,0.07826999459350152,0.16304347826086957,0.4,11.740499189025229,920,-0.08333333333333333,0.7528089887640449,0.11296481220820098,0.8723510915438699 ,0.12201395462530702,0.8326086956521739,0.44778067885117495,93.46268924298518,1.0678851174934727,818,0.7772253986345126,0.08383304167171392,0.7673913043478261,0.4915014164305949,0.16057441253263707,0.4423913043478261,84,103.9276272315449
Mid-American,Akron,135,0.8687115380803967,-1.526,68.8,0.006993006993006993,0,0.006993006993006993,3.0878411910669974,1244,1.196029776674938,482,1.4253097774555017,0.2943956449578799,0.3174825174825175,0.3436123348017621,53.340529925205026,1.2194056846487673,0.1789950668631041,0.4167832167832168,0.40939597315436244,715,-0.1794871794871795,0.6346153846153846,0.08937836307511976,0.7303015855417623,0.04141231370318356,0.5636363636363636,0.4392059553349876,16.689162422382974,1.260545905707196,508,0.6839682926707873,-0.005988282390836284,0.6825174825174826,0.48155737704918034,0.21588089330024815,0.43776223776223777,78,63.90552959871063,140,0.9590687277619148,1.31,71.4,0.023622047244094488,0,0.023622047244094488,2.696376811594203,744,0.6485507246376812,179,1.6448898105846996,0.21789614073951402,0.3359580052493438,0.3046875,1.1242615686498627,0.09063250801076339,0.6259842519685039,0.40670859538784065,43.23170632113414,762,0,0.6585365853658537,0.04652432301460236,0.7652695819893172 ,-0.01918364980088047,0.36220472440944884,0.391304347826087,-5.29468734504301,1.0144927536231885,280,0.7294805541130854,-0.04017762429286282,0.6640419947506562,0.46047430830039526,0.2246376811594203,0.40813648293963256,69,35.451534137127
SEC,Alabama,167,0.9983464066801152,-1.067,74.8,0.02181818181818182,0,0.02181818181818182,2.2589873417721518,892,0.43544303797468353,172,1.7422200550980438,0.13316377804356536,0.3709090909090909,0.25163398692810457,48.11306504013429,1.3205566126944992,0.11320721185913951,0.5151515151515151,0.36470588235294116,825,-0.14,0.5833333333333334,-0.018147026409233186,0.6497343090000495,-0.15446278466726787,0.47878787878787876,0.31139240506329113,-61.01279994357081,0.6303797468354431,249,0.7202965478054525,-0.10735917701146123,0.6290909090909091,0.3969171483622351,0.20759493670886076,0.343030303030303,50,-14.97129678761738,161,0.8832049652809084,1.671,66.8,0.0035460992907801418,0,0.0035460992907801418,3.6639921722113504,1872,1.162426614481409,594,1.4621119109890302,0.3733889681062593,0.2635933806146572,0.35874439461883406,1.2412289164805985,0.2016551028071122,0.37825059101654845,0.428125,64.5296328982759,846,0.0660377358490566,0.7192982456140351,0.18142266297915516,0.7641734499067807 ,0.18334231175065732,0.6040189125295509,0.5107632093933464,93.6879213045859,1.4070450097847358,719,0.7441282215672456,0.11270920223542445,0.7364066193853428,0.5345104333868379,0.136986301369863,0.48817966903073284,106,153.48357288036524
Sun Belt,Appalachian State,12,1.1584801922218786,-1.442,69.2,0.013333333333333334,0,0.013333333333333334,3.1029411764705883,106,0.4117647058823529,14,1.9282306782847969,0.21119687858807382,0.37333333333333335,0.32142857142857145,1.9121831968490708,1.410240677647543,0.04663861455729441,0.5466666666666666,0.3902439024390244,75,-0.875,1,0.04194149761420155,0.8227995449876596,0.03627732718282487,0.4533333333333333,0.35294117647058826,1.2334291242160456,0.9705882352941176,33,0.7938615409289175,-0.058891495306403197,0.6266666666666667,0.40425531914893614,0.11764705882352941,0.37333333333333335,8,3.1456123210651166,14,0.8387530168209635,1.333,71.1,0.0136986301369863,0,0.0136986301369863,3.1483870967741936,98,0,0,1.064546710578128,0.1269075920117032,0.3150684931506849,0.34782608695652173,1.10499263191322,0.17188570991895974,0.547945205479452,0.525,6.87542839675839,73,0,1,0.06571924158762754,0.5793990705118525 ,-0.04118210429920812,0.4246575342465753,0.3870967741935484,-1.2766452332754519,0.7096774193548387,22,0.7718511816336554,0.037572600392552724,0.684931506849315,0.54,0.12903225806451613,0.4794520547945205,5,4.797504635896811
Pac-12,Arizona,177,0.9178915598633258,-1.26,72.1,0.011639185257032008,0,0.011639185257032008,3.1889925373134327,1709,0.5708955223880597,306,1.5360491179890592,0.3529306019232561,0.30455868089233756,0.3662420382165605,97.11809766641771,1.2746684298900246,0.20148982918343922,0.46750727449078566,0.42531120331950206,1031,-0.15384615384615385,0.6756756756756757,0.11206618924643362,0.6883408505754192,0.0444925171025076,0.5198836081474297,0.4533582089552239,23.847989166944075,1.164179104477612,624,0.7124345680007266,0.00658302944096324,0.6954413191076625,0.4825662482566248,0.166044776119403,0.44713870029097963,91,115.54024111307307,185,0.9260154231702759,1.371,70.4,0.014506769825918761,0,0.014506769825918761,3.360526315789474,1660,1.3299595141700404,657,1.540604737845805,0.36794363402803204,0.2901353965183752,0.41,1.1539991404997674,0.1532929646001645,0.5087040618955513,0.4391634980988593,80.63209937968652,1034,-0.1320754716981132,0.75,0.12430170064292011,0.777867310859964 ,0.10684428232975356,0.47775628626692457,0.4757085020242915,52.78107547089826,1.3097165991902835,647,0.7142661634921523,0.024720528959631848,0.7098646034816247,0.48637602179836514,0.14979757085020243,0.46421663442940037,106,128.52795846477937
Pac-12,Arizona State,188,0.9699541174181486,-1.173,73.2,0.022950819672131147,0,0.022950819672131147,2.869120654396728,1403,1.2024539877300613,588,1.3456709727430798,0.12944291133312882,0.3639344262295082,0.2672672672672673,-39.806163549224706,1.134817382119061,-0.09545842577751727,0.4557377049180328,0.28776978417266186,915,-0.2916666666666667,0.5641025641025641,-0.013356253469727044,0.923896246768602,0.06676120595294892,0.5344262295081967,0.3803680981595092,32.646229710992024,1.1083844580777096,542,0.8213372279785093,-0.09506093023837138,0.6360655737704918,0.3865979381443299,0.2065439672801636,0.34316939890710385,72,-12.220971924800244,180,0.8562985152124227,1.655,66.8,0.012295081967213115,0,0.012295081967213115,3.155637707948244,1707,0.8354898336414048,452,1.30767721259419,0.14395579743181153,0.2827868852459016,0.34057971014492755,1.1129075607668624,0.13622922438503435,0.430327868852459,0.44285714285714284,57.21627424171443,976,0.12280701754385964,0.6323529411764706,0.07837695752720544,0.7347543491507533 ,0.04462667658511122,0.5543032786885246,0.4565619223659889,24.14303203254517,1.3031423290203328,705,0.7364408950037049,0.05252015779338934,0.7172131147540983,0.5057142857142857,0.1866913123844732,0.45901639344262296,114,76.49591054655252
SEC,Arkansas,156,0.9857353627954129,-1.448,69.7,0.007255139056831923,0,0.007255139056831923,2.4856410256410255,969,0.6897435897435897,269,1.6147872632923017,0.2340343224490267,0.3264812575574365,0.3148148148148148,92.32476519002843,1.2354946719027082,0.2177470877123312,0.5126964933494559,0.44339622641509435,827,0,0.6363636363636364,0.07367140707341889,0.7537598131745883,-0.07505371023629138,0.47158403869407495,0.35384615384615387,-29.27094699215364,0.982051282051282,383,0.7752258685346429,-0.004062860702908062,0.6735187424425635,0.45601436265709155,0.24102564102564103,0.40991535671100365,84,60.92625364971742,157,0.8823801781120598,1.243,72.3,0.019851116625310174,0,0.019851116625310174,2.9473214285714286,990,0.7619047619047619,256,1.7037797709152316,0.1450248077861948,0.315136476426799,0.2637795275590551,1.1526811070871072,0.12985712550172387,0.5669975186104218,0.4310722100656455,59.344706354287815,806,0,0.6595744680851063,0.07580551717641167,0.6397685781503487 ,0.021975454726882736,0.41687344913151364,0.44345238095238093,7.3837527882326,1.1636904761904763,391,0.6939083537359896,0.04395461171466363,0.684863523573201,0.5289855072463768,0.19047619047619047,0.445409429280397,77,61.0992468441878
Sun Belt,Arkansas State,154,0.9692781541994909,-1.469,69.1,0.014285714285714285,0,0.014285714285714285,2.6726293103448278,1240,0.9547413793103449,443,1.5261385255402782,0.27127495498915666,0.3208791208791209,0.3493150684931507,54.794965166900255,1.154215785126414,0.1271344899464043,0.4736263736263736,0.41531322505800466,910,-0.08536585365853659,0.6049382716049383,0.062165356064285984,0.9048429797516078,0.018284699086457638,0.5098901098901099,0.39655172413793105,8.484100376116345,0.9288793103448276,431,0.7634819300083304,-0.03663723760248138,0.6791208791208792,0.44660194174757284,0.20689655172413793,0.4153846153846154,82,56.57047401850024,153,0.8318703094181457,1.23,72.7,0.00547645125958379,0,0.00547645125958379,3.1662626262626263,1567,1.0525252525252524,521,1.2459224329722858,0.17929609619204012,0.27163198247535597,0.3346774193548387,1.1173325516371415,0.21008667581460333,0.43921139101861995,0.4538653366583541,84.24475700165593,913,-0.15053763440860216,0.7910447761194029,0.13633789389331213,0.7010711618807658 ,0.0939827846266228,0.5421686746987951,0.4868686868686869,46.52147839017828,1.2585858585858587,623,0.7356060902164828,0.12031739138190681,0.7283680175246441,0.5368421052631579,0.18787878787878787,0.4819277108433735,93,124.47649712459398
FBS Independents,Army,134,0.9155047764986336,-1.452,69.7,0.009722222222222222,0,0.009722222222222222,2.9293216630196937,1339,0.838074398249453,383,1.6190483944367087,0.40926475591379385,0.26805555555555555,0.37305699481865284,72.13385811640825,1.346091114773218,0.28738588890999306,0.3486111111111111,0.4581673306772908,720,0,0.6792452830188679,0.13235456771250825,0.7421077029948829,0.0627783455411724,0.6347222222222222,0.4485776805251641,28.68970391231579,1.137855579868709,520,0.7199250834810993,0.030943436170101958,0.7319444444444444,0.49146110056925996,0.21663019693654267,0.4597222222222222,83,95.29528875300593,135,0.8502565995749365,1.342,70.5,0.0022222222222222222,0,0.0022222222222222222,3.414229765013055,2615,0.9660574412532638,740,1.2828125353657547,0.17213200782944402,0.23222222222222222,0.28708133971291866,1.2274878940210554,0.02024082727483863,0.13444444444444445,0.36363636363636365,2.4491401002554745,900,-0.1686746987951807,0.7619047619047619,0.1284584335907891,0.8557017761888214 ,0.15754496765905493,0.8511111111111112,0.4725848563968668,120.67944522683607,1.178851174934726,903,0.7779631284121257,0.11524891547808451,0.7677777777777778,0.5195369030390738,0.11357702349869452,0.46555555555555556,83,115.61259023171019
SEC,Auburn,148,0.9080741330819985,-1.322,71.3,0.00243605359317905,0,0.00243605359317905,3.078747203579418,1376,1.41834451901566,634,1.5674692359587936,0.2608596526626414,0.2801461632155907,0.3130434782608696,74.57710158954407,1.1255131253851574,0.2054465608527385,0.44214372716199757,0.45179063360881544,821,0,0.6307692307692307,0.11777268367337174,0.8089027008059116,0.07011358540796007,0.5444579780755177,0.43400447427293065,31.34077267735815,1.0827740492170022,484,0.7476807296795348,0.06208739963355445,0.7198538367844093,0.5008460236886633,0.1789709172259508,0.4482338611449452,77,96.69137329583819,146,0.9111727925440529,1.306,71.7,0.021865889212827987,0,0.021865889212827987,2.8824289405684755,1116,0.8423772609819121,326,1.2349234464931,0.08428721356135506,0.35131195335276966,0.2821576763485477,1.1867586656801896,-0.017011900159063918,0.41836734693877553,0.34843205574912894,-4.882415345651345,686,-0.11864406779661017,0.7435897435897436,0.020803520273470467,0.7973183569528256 ,0.05263278050082941,0.5641399416909622,0.4134366925064599,20.368886053820983,1.2635658914728682,489,0.8027242976251603,-0.013577536091428827,0.6486880466472303,0.45617977528089887,0.21705426356589147,0.39504373177842567,59,14.27121490760074
