Conference,Team,Defense Drives,Defense Explosiveness,Defense Field Position Average Predicted Points,Defense Field Position Average Start,Defense Havoc DB,Defense Havoc Front Seven,Defense Havoc Total,Defense Line Yards,Defense Line Yards Total,Defense Open Field Yards,Defense Open Field Yards Total,Defense Passing Downs Explosiveness,Defense Passing Downs PPA,Defense Passing Downs Rate,Defense Passing Downs Success Rate,Defense Passing Downs Total PPA,Defense Passing Plays Explosiveness,Defense Passing Plays PPA,Defense Passing Plays Rate,Defense Passing Plays Success Rate,Defense Plays,Defense Points Per Opportunity,Defense Power Success,Defense PPA,Defense Rushing Plays Explosiveness,Defense Rushing Plays PPA,Defense Rushing Plays Rate,Defense Rushing Plays Success Rate,Defense Rushing Plays Total PPA,Defense Second Level Yards,Defense Second Level Yards Total,Defense Standard Downs Explosiveness,Defense Standard Downs PPA,Defense Standard Downs Rate,Defense Standard Downs Success Rate,Defense Stuff Rate,Defense Success Rate,Defense Total Opportunies,Defense Total PPA,Offense Drives,Offense Explosiveness,Offense Field Position Average Predicted Points,Offense Field Position Average Start,Offense Havoc DB,Offense Havoc Front Seven,Offense Havoc Total,Offense Line Yards,Offense Line Yards Total,Offense Open Field Yards,Offense Open Field Yards Total,Offense Passing Downs Explosiveness,Offense Passing Downs PPA,Offense Passing Downs Rate,Offense Passing Downs Success Rate,Offense Passing Plays Explosiveness,Offense Passing Plays PPA,Offense Passing Plays Rate,Offense Passing Plays Success Rate,Offense Passing Plays Total PPA,Offense Plays,Offense Points Per Opportunity,Offense Power Success,Offense PPA,Offense Rushing Plays Explosiveness,Offense Rushing Plays PPA,Offense Rushing Plays Rate,Offense Rushing Plays Success Rate,Offense Rushing Plays Total PPA,Offense Second Level Yards,Offense Second Level Yards Total,Offense Standard Downs Explosiveness,Offense Standard Downs PPA,Offense Standard Downs Rate,Offense Standard Downs Success Rate,Offense Stuff Rate,Offense Success Rate,Offense Total Opportunies,Offense Total PPA
Mountain West,Air Force,148,1.5340937930016307,-1.382,70.5,0.08222811671087533,0.11273209549071618,0.19496021220159152,2.2956284153005466,840,1.2185792349726776,446,2.295305679819951,0.35778497889622635,0.3819628647214854,0.3263888888888889,107.44086935159265,2.0239133035580625,0.28273912987261224,0.5039787798408488,0.3736842105263158,754,3.274193548387097,0.6739130434782609,0.15876971003920637,1.0966848198833121,0.039452408634046685,0.4854111405835544,0.3442622950819672,14.439581560061086,0.7459016393442623,273,1.1409404009086521,0.03577314902885927,0.6180371352785146,0.3905579399141631,0.22950819672131148,0.3660477453580902,62,119.7123613695616,147,1.0275857011594356,1.472,69.1,0.023333333333333334,0.09222222222222222,0.11555555555555555,3.2446601941747573,2339,1.0846047156726768,782,1.5664685476521083,0.2778712858013644,0.25222222222222224,0.3436123348017621,2.3585096456535113,0.45275629094124653,0.17444444444444446,0.39490445859872614,71.08273767777571,900,3.802469135802469,0.7446808510638298,0.22769657298250567,0.884497481237466 ,0.19907158383771592,0.8011111111111111,0.4868238557558946,143.5306119469932,0.9791955617198336,706,0.9098465918417087,0.210772858554748,0.7477777777777778,0.5304606240713224,0.13592233009708737,0.48333333333333334,81,204.9269156842551
Mid-American,Akron,156,1.1450385907664624,-1.643,67.1,0.05466237942122187,0.07395498392282958,0.12861736334405144,3.2282101167315176,1659,1.3190661478599222,678,1.5876799634675862,0.39584003442605725,0.27759914255091106,0.41312741312741313,114.05461462986065,1.5580783900241446,0.2837179468404494,0.43086816720257237,0.43781094527363185,933,3.78125,0.775,0.22560219024748634,0.9505276335733578,0.1973207395203821,0.5509110396570204,0.48249027237354086,101.4228601134764,1.2918287937743191,664,1.0032343186735873,0.16018438365661117,0.722400857449089,0.49554896142433236,0.16536964980544747,0.47266881028938906,96,210.48684350090477,145,1.3853291679045332,1.465,69.3,0.08354755784061697,0.10668380462724936,0.19023136246786632,2.6644886363636364,938,1.3409090909090908,472,1.9354155510972029,0.32636781630052764,0.3676092544987147,0.3321678321678322,1.6929851693305635,0.21460672403075665,0.5334190231362468,0.39759036144578314,89.061790472764,778,3.2658227848101267,0.6666666666666666,0.16235115849567497,1.1365955276036568 ,0.1195200570255261,0.4524421593830334,0.38636363636363635,42.07106007298518,1.0965909090909092,386,1.143393027148498,0.06700814196683787,0.6323907455012854,0.43902439024390244,0.2528409090909091,0.39974293059125965,79,126.30920130963513
SEC,Alabama,203,1.216493917934877,-1.398,70.3,0.07171717171717172,0.14545454545454545,0.21717171717171718,1.7707547169811322,751,0.7287735849056604,309,1.8000893442099937,-0.051275145140394614,0.3808080808080808,0.2519893899204244,-26.948868574381994,1.5393158280307908,-0.04908719230306374,0.5545454545454546,0.32786885245901637,990,1.7820512820512822,0.64,-0.09744364011363599,0.8910522164392836,-0.1500330240580674,0.42828282828282827,0.28537735849056606,-63.614002200620575,0.6933962264150944,294,0.9667571364207506,-0.12583764110044185,0.6191919191919192,0.3621533442088091,0.24528301886792453,0.3202020202020202,78,-96.46920371249963,193,1.1989695362505193,1.654,66.8,0.04029990627928772,0.12558575445173384,0.16588566073102157,3.216198347107438,1946,2.074380165289256,1255,1.8889492422607734,0.41412472784355153,0.3036551077788191,0.3549382716049383,1.6158216436312975,0.27512328673688774,0.41237113402061853,0.4113636363636364,121.05424616423062,1067,3.7889908256880735,0.7954545454545454,0.2599913134354914,1.0663755409746605 ,0.27226947166968507,0.5670103092783505,0.5074380165289256,164.72303036015947,1.3900826446280992,841,0.9980893686779138,0.1927783574890426,0.6963448922211809,0.531628532974428,0.19173553719008266,0.47797563261480785,109,277.41073143566933
Sun Belt,Appalachian State,149,1.118823475923504,-1.217,72.6,0.07187894073139975,0.10718789407313997,0.17906683480453972,3.088184438040346,1072,1.1095100864553313,385,1.6050771253905207,0.1301202318456232,0.3442622950819672,0.2783882783882784,-0.3875195109520985,1.4317806171848002,-0.0008929020989679689,0.5472887767969735,0.3548387096774194,793,2.8421052631578947,0.6216216216216216,0.03841029027259295,0.8779401319729265,0.09538082509206892,0.43757881462799497,0.38904899135446686,33.09714630694791,1.0115273775216138,351,0.9545777987702004,-0.00973742905324794,0.6557377049180327,0.4326923076923077,0.19020172910662825,0.37957124842370743,57,30.459360186166208,150,1.1528485120563956,1.467,69.5,0.045774647887323945,0.10915492957746478,0.15492957746478872,3.1213051823416507,1626,2.001919385796545,1043,1.915845204315356,0.22525939935809122,0.3028169014084507,0.28294573643410853,1.4694260467102227,0.19916813182074036,0.3720657276995305,0.4195583596214511,63.1362977871747,852,3.5833333333333335,0.7323943661971831,0.19099865552337034,1.0744671271722976 ,0.20474006890947935,0.6115023474178404,0.46257197696737046,106.66957590183874,1.3397312859884838,698,0.9760270563900333,0.17611772638303705,0.6971830985915493,0.5303030303030303,0.1765834932821497,0.45539906103286387,84,162.73085450591154
Pac-12,Arizona,131,1.2873491520870952,-1.524,68.7,0.06709677419354838,0.09935483870967741,0.1664516129032258,3.14177545691906,1203,1.4281984334203655,547,1.7468898180346404,0.5094628077300494,0.30193548387096775,0.405982905982906,146.37108873674688,1.6168168994121772,0.38018464606947244,0.4967741935483871,0.4649350649350649,775,4.341772151898734,0.6229508196721312,0.2871241577195834,1.0145791384502727,0.20535622409844156,0.4941935483870968,0.45430809399477806,78.65143382970312,1.1775456919060052,451,1.1226081586342016,0.19095549948954818,0.6980645161290323,0.4898336414048059,0.16449086161879894,0.4645161290322581,79,222.52122223267713,131,1.2952395850634268,1.236,72.5,0.055636896046852125,0.1376281112737921,0.19326500732064422,3.088641975308642,1251,2.348148148148148,951,1.871651797385281,0.1261710022154116,0.30600292825768666,0.2822966507177033,1.6674276280571125,0.0824705831256638,0.3953147877013177,0.35555555555555557,22.267057443929225,683,3.69811320754717,0.7407407407407407,0.15015506535325976,1.1695432481882961 ,0.2122855232061506,0.5929721815519766,0.4469135802469136,85.975636898491,1.2790123456790123,518,1.1440914938323627,0.1607303168212139,0.6939970717423133,0.47468354430379744,0.17530864197530865,0.4158125915080527,53,102.55590963627641
Pac-12,Arizona State,176,1.4070118979296702,-1.482,68.9,0.053452115812917596,0.11692650334075724,0.17037861915367483,2.465040650406504,910,2.3387533875338753,863,2.1079567182969376,0.3736306066432351,0.3351893095768374,0.3222591362126246,222.57198169132,1.697498071179953,0.4372730485094695,0.566815144766147,0.4518664047151277,898,3.7586206896551726,0.660377358490566,0.2910590059486289,1.1866913295645058,0.1474791143753614,0.410913140311804,0.4254742547425474,54.41979320450836,1.2737127371273713,470,1.1862597954114074,0.24942742837898654,0.6648106904231625,0.5159128978224455,0.24119241192411925,0.4510022271714922,87,261.3709873418687,174,1.2293860761973412,1.623,66.6,0.059782608695652176,0.11413043478260869,0.17391304347826086,2.7676674364896074,1198,0.7967667436489607,345,1.7130930457153246,0.23414950066574103,0.3456521739130435,0.3238993710691824,1.5357385283023706,0.15382037549681565,0.5032608695652174,0.3952483801295896,71.21883385502565,920,4.204819277108434,0.7666666666666667,0.139648028560879,1.006755386902425 ,0.10770267948086881,0.4706521739130435,0.3856812933025404,46.6352602152162,0.812933025404157,352,1.0455417298491778,0.08972864628621764,0.6543478260869565,0.45016611295681064,0.16628175519630484,0.40652173913043477,83,128.47618627600866
SEC,Arkansas,160,1.3466734916601015,-1.382,70.5,0.07186358099878197,0.10109622411693057,0.17295980511571254,3.117102137767221,1312,2.5866983372921615,1089,2.1565030246631327,0.3198971137060044,0.30694275274056027,0.3253968253968254,59.56162242732949,1.4530182294247356,0.15233151515941046,0.4762484774665043,0.4296675191815857,821,3.580246913580247,0.7857142857142857,0.23745573551022656,1.3101327710626407,0.3184002165087332,0.51278928136419,0.46080760095011875,134.04649115017668,1.3159144893111638,554,1.1168948698391723,0.20094391247800159,0.6930572472594397,0.507908611599297,0.17339667458432304,0.4518879415347138,81,194.951158853896,163,1.2993649479024845,1.334,71.5,0.07311827956989247,0.10752688172043011,0.18064516129032257,2.6448851774530273,1267,1.5219206680584552,729,1.7743070179549485,0.40273621293982714,0.32150537634408605,0.4013377926421405,1.814159152695219,0.38615698758832473,0.47096774193548385,0.4452054794520548,169.13676056368624,930,3.5930232558139537,0.5692307692307692,0.20205475126131134,0.9115858941464117 ,0.051589713924780026,0.5150537634408602,0.4175365344467641,24.71147296996963,1.0396659707724425,498,1.101472418713958,0.1069616339207785,0.678494623655914,0.45641838351822506,0.21920668058455114,0.43870967741935485,86,187.91091867301955
Sun Belt,Arkansas State,181,1.213931853013557,-1.285,72.4,0.061394380853277836,0.15920915712799166,0.2206035379812695,2.4893528183716076,1192,1.325678496868476,635,1.8702869230954684,0.2530049907140611,0.3756503642039542,0.30193905817174516,37.4612530043134,1.6845168105064185,0.08126085250393363,0.4797086368366285,0.3275488069414317,961,2.986666666666667,0.64,0.03979282873362801,0.9563632616400248,0.02067089307185406,0.4984391259105099,0.35908141962421714,9.901357781418096,0.9561586638830898,458,0.9081938075480512,-0.08848982205793256,0.6243496357960457,0.39,0.23382045929018788,0.35691987513007284,75,38.24090841301651,178,1.2632416688103993,1.367,70.7,0.0628385698808234,0.13109425785482123,0.19393282773564463,2.4727272727272727,1197,0.9648760330578512,467,2.0525721696677537,0.25531449872246853,0.35969664138678226,0.29819277108433734,1.8644099004816055,0.27639357209259185,0.4593716143011918,0.36792452830188677,117.19087456725894,923,3.0444444444444443,0.6612903225806451,0.1144665545191103,0.9054459485296368 ,0.0127546248128632,0.5243770314192849,0.39462809917355374,6.173238409425789,0.9586776859504132,464,0.963840444347265,0.035343851514854925,0.6403033586132177,0.4416243654822335,0.25206611570247933,0.39003250270855905,90,105.6526298211388
FBS Independents,Army,133,1.1677906643540283,-1.501,68.5,0.06676342525399129,0.10449927431059507,0.17126269956458637,2.6588757396449703,899,1.2544378698224852,424,1.6822415848830528,0.19510374006439965,0.33962264150943394,0.3076923076923077,53.53009466528704,1.4896010660152823,0.1569797497515749,0.4949201741654572,0.40175953079178883,689,3.2063492063492065,0.6808510638297872,0.11123484491236248,0.9606396453183046,0.07907349176750492,0.49056603773584906,0.41124260355029585,26.72684021741666,1.0384615384615385,351,0.9947043733349172,0.06810227026274338,0.660377358490566,0.4703296703296703,0.21301775147928995,0.41509433962264153,63,76.64080814461775,135,1.133995375720226,1.507,68.9,0.030303030303030304,0.08857808857808858,0.11888111888111888,3.4995890410958905,2555,1.4397260273972603,1051,1.7854413409744718,0.30282221823833805,0.25524475524475526,0.3470319634703196,2.2072985129333955,0.052810929347139345,0.14219114219114218,0.32786885245901637,6.442933380351,858,3.8902439024390243,0.8444444444444444,0.26176357311969306,1.0381739303622233 ,0.2994969697498275,0.8508158508158508,0.5095890410958904,218.6327879173741,1.2506849315068493,913,0.9892296056637268,0.24769183089593208,0.7447552447552448,0.5352112676056338,0.11917808219178082,0.48717948717948717,82,224.59314573669664
SEC,Auburn,155,1.1642960056247824,-1.162,73,0.08395324123273114,0.11052072263549416,0.1944739638682253,2.609447004608295,1133,1.0529953917050692,457,1.9272528323520597,0.27514899559132916,0.34112646121147716,0.32398753894080995,89.13671522736664,1.5477324957607397,0.1837870417059106,0.5154091392136025,0.38762886597938145,941,2.6493506493506493,0.6153846153846154,0.08997528333195512,0.9158336726084899,0.007909029071050946,0.461211477151966,0.3870967741935484,3.4325186168361106,0.9354838709677419,406,0.8736457859191531,-0.005896912853946603,0.6588735387885228,0.4403225806451613,0.22811059907834103,0.40063761955366634,77,84.66674161536977,156,1.1039117159085432,1.343,71.1,0.04079497907949791,0.09518828451882845,0.13598326359832635,3.302250803858521,2054,1.770096463022508,1101,1.847216496806914,0.3978277762512755,0.2594142259414226,0.36693548387096775,1.6526106549773465,0.2534395417895965,0.3200836820083682,0.3954248366013072,77.55249978761654,956,3.8202247191011236,0.7435897435897436,0.21845596440073203,0.9962765210407039 ,0.216558131335616,0.6506276150627615,0.4790996784565916,134.69915769075314,1.2057877813504823,750,0.9139096511283417,0.1556251602496942,0.7405857740585774,0.5028248587570622,0.16559485530546625,0.4675732217573222,89,208.8439019670998
